"BR-CODE-150809","5D3O8TUP","2015-07-24 15:05:32",-46.99273002,-19.57131189
"BR-CODE-150809","5D3O8TUX","2015-07-24 15:05:31",-46.99281037,-19.57136025
"BR-CODE-150809","5D3O8TVR","2015-07-24 15:05:32",-46.99277023,-19.57133598
"BR-CODE-150809","5D3O8TWV","2015-07-24 15:05:34",-46.99244867,-19.57114265
"BR-CODE-150809","5D3O8TWX","2015-07-24 15:05:35",-46.99232803,-19.57107039
"BR-CODE-150809","5D3O8TWZ","2015-07-24 15:05:40",-46.99155741,-19.57062186
"BR-CODE-150809","5D3O8TX0","2015-07-24 15:05:33",-46.99264953,-19.57126365
"BR-CODE-150809","5D3O8TX2","2015-07-24 15:05:34",-46.99248863,-19.57116695
"BR-CODE-150809","5D3O8TX5","2015-07-24 15:05:44",-46.99100673,-19.57035541
"BR-CODE-150809","5D3O8TX6","2015-07-24 15:05:43",-46.99109262,-19.57039440
"BR-CODE-150809","5D3O8TX7","2015-07-24 15:05:44",-46.99092113,-19.57031590
"BR-CODE-150809","5D3O8TX8","2015-07-24 15:05:33",-46.99260923,-19.57123962
"BR-CODE-150809","5D3O8TXA","2015-07-24 15:05:41",-46.99147390,-19.57057871
"BR-CODE-150809","5D3O8TXB","2015-07-24 15:05:37",-46.99204700,-19.57090068
"BR-CODE-150809","5D3O8TXD","2015-07-24 15:05:38",-46.99180329,-19.57075955
"BR-CODE-150809","5D3O8TXE","2015-07-24 15:05:40",-46.99159883,-19.57064417
"BR-CODE-150809","5D3O8TXF","2015-07-24 15:05:33",-46.99256895,-19.57121550
"BR-CODE-150809","5D3O8TXG","2015-07-24 15:05:36",-46.99216761,-19.57097332
"BR-CODE-150809","5D3O8TXH","2015-07-24 15:05:35",-46.99228785,-19.57104630
"BR-CODE-150809","5D3O8TXI","2015-07-24 15:05:43",-46.99104966,-19.57037495
"BR-CODE-150809","5D3O8TXJ","2015-07-24 15:05:34",-46.99240852,-19.57111851
"BR-CODE-150809","5D3O8TXK","2015-07-24 15:05:36",-46.99220768,-19.57099770
"BR-CODE-150809","5D3O8TXM","2015-07-24 15:05:45",-46.99083526,-19.57027669
"BR-CODE-150809","5D3O8TXN","2015-07-24 15:05:35",-46.99224768,-19.57102207
"BR-CODE-150809","5D3O8TXT","2015-07-24 15:05:33",-46.99252880,-19.57119128
"BR-CODE-150809","5D3O8TXU","2015-07-24 15:05:36",-46.99208717,-19.57092490
"BR-CODE-150809","5D3O8TXW","2015-07-24 15:05:45",-46.99087828,-19.57029623
"BR-CODE-150809","5D3O8TXX","2015-07-24 15:05:41",-46.99138972,-19.57053671
"BR-CODE-150809","5D3O8TXY","2015-07-24 15:05:38",-46.99188483,-19.57080602
"BR-CODE-150809","5D3O8TY1","2015-07-24 15:05:44",-46.99096396,-19.57033576
"BR-CODE-150809","5D3O8TY2","2015-07-24 15:05:41",-46.99143180,-19.57055771
"BR-CODE-150809","5D3O8TY3","2015-07-24 15:05:40",-46.99151577,-19.57060007
"BR-CODE-150809","5D3O8TY4","2015-07-24 15:05:41",-46.99134730,-19.57051579
"BR-CODE-150809","5D3O8TY5","2015-07-24 15:05:45",-46.99079212,-19.57025750
"BR-CODE-150809","5D3O8TY6","2015-07-24 15:05:38",-46.99192555,-19.57082945
"BR-CODE-150809","5D3O8TY9","2015-07-24 15:05:37",-46.99196611,-19.57085310
"BR-CODE-150809","5D3O8TYB","2015-07-24 15:05:36",-46.99212732,-19.57094917
"BR-CODE-150809","5D3O8TYE","2015-07-24 15:05:46",-46.99074873,-19.57023870
"BR-CODE-150809","5D3O8TYH","2015-07-24 15:05:37",-46.99200659,-19.57087676
"BR-CODE-150809","5D3O8TYI","2015-07-24 15:05:39",-46.99176248,-19.57073636
"BR-CODE-150809","5D3O8TYJ","2015-07-24 15:05:46",-46.99066146,-19.57020213
"BR-CODE-150809","5D3O8TZ0","2015-07-24 15:05:39",-46.99172166,-19.57071327
"BR-CODE-150809","5D3O8TZ5","2015-07-24 15:05:40",-46.99163996,-19.57066687
"BR-CODE-150809","5D3O8TZ9","2015-07-24 15:05:42",-46.99130543,-19.57049507
"BR-CODE-150809","5D3O8TZB","2015-07-24 15:05:39",-46.99168084,-19.57068997
"BR-CODE-150809","5D3O8TZS","2015-07-24 15:05:50",-46.99005338,-19.56994446
"BR-CODE-150809","5D3O8TZX","2015-07-24 15:05:49",-46.99027119,-19.57003601
"BR-CODE-150809","5D3O8TZY","2015-07-24 15:06:01",-46.98857656,-19.56931824
"BR-CODE-150809","5D3O8TZZ","2015-07-24 15:05:55",-46.98931446,-19.56963144
"BR-CODE-150809","5D3O8U02","2015-07-24 15:05:52",-46.98983513,-19.56985422
"BR-CODE-150809","5D3O8U03","2015-07-24 15:05:50",-46.99014058,-19.56998115
"BR-CODE-150809","5D3O8U05","2015-07-24 15:05:56",-46.98922773,-19.56959440
"BR-CODE-150809","5D3O8U06","2015-07-24 15:06:01",-46.98848956,-19.56928150
"BR-CODE-150809","5D3O8U08","2015-07-24 15:05:59",-46.98879274,-19.56941199
"BR-CODE-150809","5D3O8U0A","2015-07-24 15:05:35",-46.99236872,-19.57109460
"BR-CODE-150809","5D3O8U0B","2015-07-24 15:05:53",-46.98961787,-19.56976178
"BR-CODE-150809","5D3O8U0C","2015-07-24 15:05:50",-46.99009701,-19.56996272
"BR-CODE-150809","5D3O8U0D","2015-07-24 15:06:00",-46.98866316,-19.56935564
"BR-CODE-150809","5D3O8U0E","2015-07-24 15:06:01",-46.98853304,-19.56929989
"BR-CODE-150809","5D3O8U0H","2015-07-24 15:05:51",-46.99000979,-19.56992622
"BR-CODE-150809","5D3O8U0I","2015-07-24 15:05:51",-46.98992263,-19.56989000
"BR-CODE-150809","5D3O8U0J","2015-07-24 15:05:47",-46.99057417,-19.57016557
"BR-CODE-150809","5D3O8U0L","2015-07-24 15:05:49",-46.99022764,-19.57001773
"BR-CODE-150809","5D3O8U0M","2015-07-24 15:05:53",-46.98966125,-19.56978049
"BR-CODE-150809","5D3O8U0N","2015-07-24 15:06:00",-46.98861988,-19.56933686
"BR-CODE-150809","5D3O8U0O","2015-07-24 15:06:00",-46.98870636,-19.56937439
"BR-CODE-150809","5D3O8U0P","2015-07-24 15:05:53",-46.98970454,-19.56979929
"BR-CODE-150809","5D3O8U0S","2015-07-24 15:05:54",-46.98944452,-19.56968703
"BR-CODE-150809","5D3O8U0T","2015-07-24 15:05:59",-46.98874954,-19.56939320
"BR-CODE-150809","5D3O8U0V","2015-07-24 15:05:54",-46.98957450,-19.56974316
"BR-CODE-150809","5D3O8U0W","2015-07-24 15:05:48",-46.99031456,-19.57005441
"BR-CODE-150809","5D3O8U0X","2015-07-24 15:05:57",-46.98905365,-19.56952158
"BR-CODE-150809","5D3O8U0Z","2015-07-24 15:05:46",-46.99061782,-19.57018392
"BR-CODE-150809","5D3O8U12","2015-07-24 15:05:48",-46.99044440,-19.57011025
"BR-CODE-150809","5D3O8U13","2015-07-24 15:05:55",-46.98935786,-19.56965010
"BR-CODE-150809","5D3O8U17","2015-07-24 15:05:55",-46.98940122,-19.56966864
"BR-CODE-150809","5D3O8U18","2015-07-24 15:05:52",-46.98974793,-19.56981787
"BR-CODE-150809","5D3O8U1A","2015-07-24 15:05:56",-46.98918420,-19.56957604
"BR-CODE-150809","5D3O8U1B","2015-07-24 15:05:49",-46.99018407,-19.56999942
"BR-CODE-150809","5D3O8U1L","2015-07-24 15:05:51",-46.98987896,-19.56987209
"BR-CODE-150809","5D3O8U1M","2015-07-24 15:05:46",-46.99070516,-19.57022027
"BR-CODE-150809","5D3O8U1Q","2015-07-24 15:05:52",-46.98979145,-19.56983619
"BR-CODE-150809","5D3O8U1R","2015-07-24 15:05:54",-46.98948784,-19.56970576
"BR-CODE-150809","5D3O8U1S","2015-07-24 15:05:56",-46.98927113,-19.56961292
"BR-CODE-150809","5D3O8U1X","2015-07-24 15:05:51",-46.98996628,-19.56990792
"BR-CODE-150809","5D3O8U20","2015-07-24 15:06:06",-46.98775134,-19.56896824
"BR-CODE-150809","5D3O8U21","2015-07-24 15:06:02",-46.98844619,-19.56926285
"BR-CODE-150809","5D3O8U23","2015-07-24 15:06:08",-46.98753327,-19.56887859
"BR-CODE-150809","5D3O8U24","2015-07-24 15:05:47",-46.99048755,-19.57012872
