"BR-CODE-151004","5D3S18BE","2015-08-22 14:47:31",-42.90342892,-20.41441860
"BR-CODE-151004","5D3S18BF","2015-08-22 14:48:03",-42.90322400,-20.41366686
"BR-CODE-151004","5D3S18BG","2015-08-22 14:47:34",-42.90328886,-20.41439196
"BR-CODE-151004","5D3S18BH","2015-08-22 14:47:30",-42.90347643,-20.41441601
"BR-CODE-151004","5D3S18BI","2015-08-22 14:47:38",-42.90315012,-20.41435798
"BR-CODE-151004","5D3S18BK","2015-08-22 14:48:00",-42.90320538,-20.41375530
"BR-CODE-151004","5D3S18BL","2015-08-22 14:47:35",-42.90324201,-20.41438250
"BR-CODE-151004","5D3S18BN","2015-08-22 14:48:38",-42.90457840,-20.41362347
"BR-CODE-151004","5D3S18BP","2015-08-22 14:48:10",-42.90325938,-20.41353252
"BR-CODE-151004","5D3S18BQ","2015-08-22 14:48:22",-42.90376937,-20.41351890
"BR-CODE-151004","5D3S18BR","2015-08-22 14:47:33",-42.90333547,-20.41440163
"BR-CODE-151004","5D3S18BS","2015-08-22 14:47:28",-42.90352056,-20.41440095
"BR-CODE-151004","5D3S18BV","2015-08-22 14:48:34",-42.90438728,-20.41360117
"BR-CODE-151004","5D3S18BW","2015-08-22 14:47:39",-42.90310723,-20.41433862
"BR-CODE-151004","5D3S18BX","2015-08-22 14:48:39",-42.90462644,-20.41362684
"BR-CODE-151004","5D3S18BZ","2015-08-22 14:48:33",-42.90433997,-20.41359360
"BR-CODE-151004","5D3S18C0","2015-08-22 14:48:12",-42.90329121,-20.41349813
"BR-CODE-151004","5D3S18C1","2015-08-22 14:48:43",-42.90486215,-20.41366079
"BR-CODE-151004","5D3S18C2","2015-08-22 14:48:36",-42.90448272,-20.41361391
"BR-CODE-151004","5D3S18C3","2015-08-22 14:48:44",-42.90490884,-20.41366832
"BR-CODE-151004","5D3S18C4","2015-08-22 14:47:26",-42.90358955,-20.41433990
"BR-CODE-151004","5D3S18C6","2015-08-22 14:48:05",-42.90323323,-20.41362017
"BR-CODE-151004","5D3S18C7","2015-08-22 14:48:07",-42.90324374,-20.41357492
"BR-CODE-151004","5D3S18CD","2015-08-22 14:48:35",-42.90443508,-20.41360801
"BR-CODE-151004","5D3S18CG","2015-08-22 14:48:40",-42.90472151,-20.41363717
"BR-CODE-151004","5D3S18CH","2015-08-22 14:48:24",-42.90386486,-20.41353136
"BR-CODE-151004","5D3S18CI","2015-08-22 14:47:43",-42.90304810,-20.41427096
"BR-CODE-151004","5D3S18CJ","2015-08-22 14:47:32",-42.90338215,-20.41441139
"BR-CODE-151004","5D3S18CM","2015-08-22 14:48:28",-42.90405515,-20.41355340
"BR-CODE-151004","5D3S18CN","2015-08-22 14:47:53",-42.90312321,-20.41396667
"BR-CODE-151004","5D3S18CO","2015-08-22 14:48:39",-42.90467394,-20.41363091
